,TIMESTAMP,lat,lon,LiveBin_1dM,LiveBin_2dM,LiveBin_3dM,LiveBin_4dM,LiveBin_5dM,LiveBin_6dM,LiveBin_7dM,LiveBin_8dM,LiveBin_9dM,LiveBin_10dM,LiveBin_11dM,LiveBin_12dM,LiveBin_13dM,LiveBin_14dM,LiveBin_15dM,LiveBin_16dM
2,2019-10-29 10:29:18,51.96882,07.59444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,2019-10-29 10:29:19,51.96882,07.59444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,2019-10-29 10:29:20,51.96882,07.59442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,2019-10-29 10:29:21,51.96883,07.59434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,2019-10-29 10:29:22,51.96884,07.59431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,2019-10-29 10:29:23,51.96885,07.59422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,2019-10-29 10:29:24,51.96887,07.59412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,2019-10-29 10:29:25,51.96884,07.59440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,2019-10-29 10:29:26,51.96882,07.59465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,2019-10-29 10:29:27,51.96881,07.59485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,2019-10-29 10:29:28,51.96879,07.59507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,2019-10-29 10:29:29,51.96878,07.59518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,2019-10-29 10:29:30,51.96878,07.59523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2019-10-29 10:29:31,51.96878,07.59527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,2019-10-29 10:29:32,51.96878,07.59527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,2019-10-29 10:29:33,51.96878,07.59530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,2019-10-29 10:29:34,51.96877,07.59534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,2019-10-29 10:29:35,51.96877,07.59538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,2019-10-29 10:29:36,51.96877,07.59542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,2019-10-29 10:29:37,51.96877,07.59542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2019-10-29 10:29:38,51.96877,07.59546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2019-10-29 10:29:39,51.96877,07.59546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2019-10-29 10:29:40,51.96877,07.59547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2019-10-29 10:29:41,51.96878,07.59547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2019-10-29 10:29:42,51.96878,07.59547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2019-10-29 10:29:43,51.96879,07.59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2019-10-29 10:29:44,51.96880,07.59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2019-10-29 10:29:45,51.96881,07.59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2019-10-29 10:29:46,51.96881,07.59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2019-10-29 10:29:47,51.96882,07.59546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2019-10-29 10:29:48,51.96883,07.59545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
