,TIMESTAMP,lat,lon,LiveBin_1dM,LiveBin_2dM,LiveBin_3dM,LiveBin_4dM,LiveBin_5dM,LiveBin_6dM,LiveBin_7dM,LiveBin_8dM,LiveBin_9dM,LiveBin_10dM,LiveBin_11dM,LiveBin_12dM,LiveBin_13dM,LiveBin_14dM,LiveBin_15dM,LiveBin_16dM
2,2019-11-21 12:00:01,51.96468,07.60583,1.893,2.426,1.795,1.102,0.588,0.301,0.097,0.432,0.418,0.374,0,0,0,0,0,0
3,2019-11-21 12:00:02,51.96468,07.60583,1.918,2.443,1.803,1.07,0.588,0.278,0.146,0.108,0.627,0,0,0,3.242,0,0,0
4,2019-11-21 12:00:03,51.96468,07.60583,1.898,2.438,1.887,1.149,0.562,0.371,0.243,0.432,0.627,0.374,0.8,0,0,0,0,0
5,2019-11-21 12:00:04,51.96468,07.60583,1.907,2.534,1.773,1.118,0.522,0.348,0.292,0.324,0,0.374,0,0,3.242,0,0,0
6,2019-11-21 12:00:05,51.96468,07.60584,1.928,2.506,1.979,0.959,0.575,0.301,0.194,0.216,0.418,0,0,0,0,0,0,0
7,2019-11-21 12:00:06,51.96468,07.60584,1.889,2.426,1.825,1.157,0.614,0.255,0.049,0.108,0.418,0.747,0.8,0,0,0,0,0
8,2019-11-21 12:00:07,51.96468,07.60584,1.968,2.386,1.874,1.094,0.392,0.185,0,0.216,0.627,0,0.8,1.68,0,0,0,0
9,2019-11-21 12:00:08,51.96468,07.60584,1.844,2.436,1.707,1.094,0.522,0.394,0.097,0.108,0.209,1.121,0.8,0,0,0,0,0
10,2019-11-21 12:00:09,51.96468,07.60584,1.809,2.466,1.931,0.904,0.483,0.278,0.243,0.324,0.418,0,0.8,0,0,0,0,0
11,2019-11-21 12:00:10,51.96468,07.60584,1.938,2.433,1.883,1.118,0.405,0.533,0.243,0.216,0.627,0.374,0,0,0,0,0,0
12,2019-11-21 12:00:11,51.96468,07.60584,1.908,2.368,1.746,0.975,0.666,0.603,0,0.324,0,0,0.8,0,0,0,0,0
13,2019-11-21 12:00:12,51.96467,07.60584,1.842,2.37,1.975,1.181,0.522,0.348,0.194,0.108,0.209,0,0.8,0,0,0,0,0
14,2019-11-21 12:00:13,51.96467,07.60584,1.887,2.429,1.795,1.062,0.718,0.209,0,0.432,0.418,0,0,0,0,0,0,0
15,2019-11-21 12:00:14,51.96467,07.60584,1.878,2.347,1.817,1.149,0.522,0.232,0.194,0.324,0.209,0.374,2.399,0,0,6.256,0,0
16,2019-11-21 12:00:15,51.96467,07.60584,1.87,2.41,1.817,1.086,0.418,0.348,0.049,0.216,0,0.747,0.8,0,0,0,0,0
17,2019-11-21 12:00:16,51.96468,07.60584,1.869,2.513,1.781,1.094,0.549,0.464,0.243,0.216,0.209,0,0,0,3.242,0,0,0
18,2019-11-21 12:00:17,51.96468,07.60584,1.853,2.433,1.742,1.173,0.653,0.348,0.097,0.108,0.418,0,0.8,0,0,0,0,0
19,2019-11-21 12:00:18,51.96468,07.60584,1.98,2.405,1.847,1.181,0.692,0.139,0,0.216,0.418,0.747,0.8,0,3.242,0,0,0
20,2019-11-21 12:00:19,51.96468,07.60584,1.823,2.314,1.856,1.173,0.483,0.371,0.049,0.216,0.836,1.494,0.8,0,0,0,0,0
21,2019-11-21 12:00:20,51.96468,07.60584,1.928,2.548,1.9,1.086,0.562,0.348,0.292,0.108,0.627,0,0,0,0,0,0,0
22,2019-11-21 12:00:21,51.96468,07.60584,1.789,2.487,1.931,1.038,0.483,0.278,0.049,0.216,0.418,0.374,0,1.68,0,0,0,0
23,2019-11-21 12:00:22,51.96468,07.60584,1.836,2.368,1.68,1.102,0.536,0.441,0.146,0.216,0.418,0,2.399,0,3.242,0,0,0
24,2019-11-21 12:00:23,51.96468,07.60584,1.853,2.349,1.764,1.062,0.666,0.232,0.097,0.108,0.836,0.747,0.8,0,0,0,0,0
25,2019-11-21 12:00:24,51.96468,07.60584,1.879,2.328,1.869,1.221,0.457,0.325,0.243,0.108,0.836,0.374,0,0,0,0,0,0
