,TIMESTAMP,lat,lon,LiveBin_1dM,LiveBin_2dM,LiveBin_3dM,LiveBin_4dM,LiveBin_5dM,LiveBin_6dM,LiveBin_7dM,LiveBin_8dM,LiveBin_9dM,LiveBin_10dM,LiveBin_11dM,LiveBin_12dM,LiveBin_13dM,LiveBin_14dM,LiveBin_15dM,LiveBin_16dM
2,2019-11-14 09:41:45,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2019-11-14 09:41:46,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2019-11-14 09:41:47,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2019-11-14 09:41:48,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2019-11-14 09:41:49,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2019-11-14 09:41:50,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2019-11-14 09:41:51,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2019-11-14 09:41:52,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2019-11-14 09:41:53,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2019-11-14 09:41:54,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2019-11-14 09:41:55,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2019-11-14 09:41:56,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2019-11-14 09:41:57,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2019-11-14 09:41:58,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2019-11-14 09:41:59,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2019-11-14 09:42:00,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2019-11-14 09:42:01,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2019-11-14 09:42:02,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2019-11-14 09:42:03,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2019-11-14 09:42:04,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2019-11-14 09:42:05,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2019-11-14 09:42:06,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2019-11-14 09:42:07,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2019-11-14 09:42:08,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2019-11-14 09:42:09,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2019-11-14 09:42:10,51.96464,07.60563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2019-11-14 09:42:11,51.96464,07.60564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2019-11-14 09:42:12,51.96464,07.60564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2019-11-14 09:42:13,51.96464,07.60564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2019-11-14 09:42:14,51.96464,07.60564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2019-11-14 09:42:15,51.96464,07.60564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
