"TOA5","8552","CR3000","8552","CR3000.Std.26","CPU:2019-10-22_Mobile-PM_Gill-RS232_T-RH_LI75.CR3","47685","fasttable"
"TIMESTAMP","RECORD","rmcid","rmcutc","rmcstatus","rmclatitude","rmcin_s_ind","rmclongitude","rmce_w_indicator","rmcspeed","rmccourse","rmcutcdate","rmcmagvariation","rmcmage_w","rmcchecksum","HMR3000string","compass_mode","compass_heading","compass_headingstat","compass_pitch","compass_pitchstat","compass_roll","compass_rollstat","compass_checksum","Gill_Adr","Gill_Diag","u","v","w","Ts","AirTC_Min","AirTC_Max","AirTC_Avg","RH_Min","RH_Max","RH_Avg","CPC_aux","LiveBin_1dM","LiveBin_2dM","LiveBin_3dM","LiveBin_4dM","LiveBin_5dM","LiveBin_6dM","LiveBin_7dM","LiveBin_8dM","LiveBin_9dM","LiveBin_10dM","LiveBin_11dM","LiveBin_12dM","LiveBin_13dM","LiveBin_14dM","LiveBin_15dM","LiveBin_16dM","CO2","H2O","P_LI75","diag_LI75"
"2019-11-21 12:00:09",49685,"GPRMC","110004.9","A","5157.88087","N","00736.35045","E","000.16","021.5","211119","002.0","E","51","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",4,0,-0.05,0.01,0.02,10.09,8.7,8.7,8.7,69.44,69.44,69.44,6702.896,1.809,2.466,1.931,0.904,0.483,0.278,0.243,0.324,0.418,0,0.8,0,0,0,0,0,18.60626,312.0205,100.2854,247
"2019-11-21 12:00:10",49686,"GPRMC","110005.9","A","5157.88085","N","00736.35046","E","000.20","021.5","211119","002.0","E","54","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",6,1,-0.05,0.01,0.03,10.07,8.71,8.71,8.71,69.44,69.44,69.44,7020.115,1.938,2.433,1.883,1.118,0.405,0.533,0.243,0.216,0.627,0.374,0,0,0,0,0,0,18.60046,312.1423,100.2693,247
"2019-11-21 12:00:11",49687,"GPRMC","110006.9","A","5157.88082","N","00736.35047","E","000.31","021.5","211119","002.0","E","51","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",2,38,-0.06,0.05,0.02,10.07,8.71,8.71,8.71,69.44,69.44,69.44,6688.027,1.908,2.368,1.746,0.975,0.666,0.603,0,0.324,0,0,0.8,0,0,0,0,0,18.61947,311.9373,100.2594,247
"2019-11-21 12:00:12",49688,"GPRMC","110007.9","A","5157.88079","N","00736.35048","E","000.37","021.5","211119","002.0","E","5D","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.04,0.06,0.02,10.08,8.7,8.7,8.7,69.45,69.45,69.45,6797.071,1.842,2.37,1.975,1.181,0.522,0.348,0.194,0.108,0.209,0,0.8,0,0,0,0,0,18.63393,311.2403,100.2693,247
"2019-11-21 12:00:13",49689,"GPRMC","110008.9","A","5157.88077","N","00736.35048","E","000.41","021.5","211119","002.0","E","5D","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",6,1,-0.02,0.03,0.02,10.1,8.68,8.68,8.68,69.4,69.4,69.4,6531.07,1.887,2.429,1.795,1.062,0.718,0.209,0,0.432,0.418,0,0,0,0,0,0,0,18.61935,311.6892,100.2854,247
"2019-11-21 12:00:14",49690,"GPRMC","110009.9","A","5157.88077","N","00736.35048","E","000.32","021.5","211119","002.0","E","58","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,-0.03,0.04,0.02,10.1,8.68,8.68,8.68,69.42,69.42,69.42,6656.635,1.878,2.347,1.817,1.149,0.522,0.232,0.194,0.324,0.209,0.374,2.399,0,0,6.256,0,0,18.62807,311.8629,100.2594,247
"2019-11-21 12:00:15",49691,"GPRMC","110010.9","A","5157.88079","N","00736.35050","E","000.33","021.5","211119","002.0","E","56","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.03,0.02,0.01,10.12,8.68,8.68,8.68,69.43,69.43,69.43,6955.68,1.87,2.41,1.817,1.086,0.418,0.348,0.049,0.216,0,0.747,0.8,0,0,0,0,0,18.6234,312.198,100.2854,247
"2019-11-21 12:00:16",49692,"GPRMC","110011.9","A","5157.88080","N","00736.35051","E","000.20","021.5","211119","002.0","E","52","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",6,1,-0.02,0.03,0.02,10.12,8.71,8.71,8.71,69.45,69.45,69.45,6648.375,1.869,2.513,1.781,1.094,0.549,0.464,0.243,0.216,0.209,0,0,0,3.242,0,0,0,18.6088,312.1412,100.2854,247
"2019-11-21 12:00:17",49693,"GPRMC","110012.9","A","5157.88084","N","00736.35052","E","000.09","021.5","211119","002.0","E","5D","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,-0.04,0.04,0.02,10.12,8.7,8.7,8.7,69.47,69.47,69.47,6750.81,1.853,2.433,1.742,1.173,0.653,0.348,0.097,0.108,0.418,0,0.8,0,0,0,0,0,18.61765,312.0509,100.2953,247
"2019-11-21 12:00:18",49694,"GPRMC","110013.9","A","5157.88086","N","00736.35056","E","000.24","021.5","211119","002.0","E","55","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.04,0.02,0.02,10.12,8.7,8.7,8.7,69.49,69.49,69.49,6582.287,1.98,2.405,1.847,1.181,0.692,0.139,0,0.216,0.418,0.747,0.8,0,3.242,0,0,0,18.61732,312.0568,100.2953,247
"2019-11-21 12:00:19",49695,"GPRMC","110014.9","A","5157.88084","N","00736.35060","E","000.30","021.5","211119","002.0","E","50","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",6,1,-0.02,0.01,0.03,10.16,8.7,8.7,8.7,69.47,69.47,69.47,6902.811,1.823,2.314,1.856,1.173,0.483,0.371,0.049,0.216,0.836,1.494,0.8,0,0,0,0,0,18.59746,312.0342,100.3053,247
"2019-11-21 12:00:20",49696,"GPRMC","110015.9","A","5157.88083","N","00736.35064","E","000.32","021.5","211119","002.0","E","50","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,-0.01,0.02,0.04,10.17,8.7,8.7,8.7,69.45,69.45,69.45,6762.375,1.928,2.548,1.9,1.086,0.562,0.348,0.292,0.108,0.627,0,0,0,0,0,0,0,18.4959,310.843,100.2854,247
"2019-11-21 12:00:21",49697,"GPRMC","110016.9","A","5157.88083","N","00736.35070","E","000.38","021.5","211119","002.0","E","5C","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.01,0.02,0.04,10.15,8.71,8.71,8.71,69.5,69.5,69.5,6539.331,1.789,2.487,1.931,1.038,0.483,0.278,0.049,0.216,0.418,0.374,0,1.68,0,0,0,0,18.92848,319.5929,100.2693,247
"2019-11-21 12:00:22",49698,"GPRMC","110017.9","A","5157.88084","N","00736.35078","E","000.34","021.5","211119","002.0","E","5E","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",6,1,-0.02,0.05,0.05,10.14,8.68,8.68,8.68,69.45,69.45,69.45,6879.68,1.836,2.368,1.68,1.102,0.536,0.441,0.146,0.216,0.418,0,2.399,0,3.242,0,0,0,18.79851,317.5713,100.2792,247
"2019-11-21 12:00:23",49699,"GPRMC","110018.9","A","5157.88086","N","00736.35082","E","000.18","021.5","211119","002.0","E","58","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,-0.01,0.06,0.05,10.09,8.69,8.69,8.69,69.48,69.48,69.48,6734.288,1.853,2.349,1.764,1.062,0.666,0.232,0.097,0.108,0.836,0.747,0.8,0,0,0,0,0,18.68013,318.1736,100.3053,247
"2019-11-21 12:00:24",49700,"GPRMC","110019.9","A","5157.88087","N","00736.35084","E","000.24","021.5","211119","002.0","E","51","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.03,0.04,0.05,10.07,8.69,8.69,8.69,69.44,69.44,69.44,6846.636,1.879,2.328,1.869,1.221,0.457,0.325,0.243,0.108,0.836,0.374,0,0,0,0,0,0,19.01123,316.7178,100.2953,247
"2019-11-21 12:00:25",49701,"GPRMC","110020.9","A","5157.88088","N","00736.35084","E","000.20","021.5","211119","002.0","E","50","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",6,1,-0.03,0.04,0.03,10.03,8.71,8.71,8.71,69.45,69.45,69.45,6859.854,1.867,2.424,1.716,1.046,0.522,0.464,0.049,0.54,1.253,1.121,0,0,0,0,0,0,18.90811,313.6315,100.2693,247
"2019-11-21 12:00:26",49702,"GPRMC","110021.9","A","5157.88091","N","00736.35083","E","000.09","021.5","211119","002.0","E","55","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",2,38,-0.03,0.07,0.05,10.03,8.71,8.71,8.71,69.46,69.46,69.46,6648.375,1.891,2.438,1.702,1.078,0.392,0.394,0.194,0.54,0.627,0,1.599,0,3.242,6.256,0,0,18.62867,314.9189,100.2854,247
"2019-11-21 12:00:27",49703,"GPRMC","110022.9","A","5157.88092","N","00736.35082","E","000.16","021.5","211119","002.0","E","5A","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.02,0.05,0.04,9.98,8.7,8.7,8.7,69.47,69.47,69.47,6869.767,1.901,2.311,1.777,1.054,0.405,0.441,0,0.108,0.627,0,0.8,0,3.242,0,0,0,18.60099,312.4208,100.2854,247
"2019-11-21 12:00:28",49704,"GPRMC","110023.9","A","5157.88095","N","00736.35082","E","000.32","021.5","211119","002.0","E","5A","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",6,1,-0.01,0.09,0.03,9.89,8.71,8.71,8.71,69.45,69.45,69.45,6887.941,1.87,2.476,1.878,1.023,0.47,0.371,0.194,0.216,0.209,0,0,0,0,0,0,0,18.6105,311.8913,100.3053,247
"2019-11-21 12:00:29",49705,"GPRMC","110024.9","A","5157.88099","N","00736.35076","E","000.25","021.5","211119","002.0","E","5C","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",2,38,-0.02,0.01,0.06,9.94,8.7,8.7,8.7,69.44,69.44,69.44,6889.593,1.918,2.379,1.975,0.975,0.536,0.185,0.146,0.216,0.209,0,0.8,0,0,0,0,0,18.70417,313.1956,100.2693,247
"2019-11-21 12:00:30",49706,"GPRMC","110025.9","A","5157.88101","N","00736.35072","E","000.12","021.5","211119","002.0","E","5D","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,-0.04,0.06,0.07,9.93,8.69,8.69,8.69,69.41,69.41,69.41,6957.333,1.923,2.485,1.803,1.038,0.496,0.278,0.146,0.324,0.209,0,0,0,0,0,0,0,18.64166,312.7611,100.2854,247
"2019-11-21 12:00:31",49707,"GPRMC","110026.9","A","5157.88103","N","00736.35068","E","000.11","021.5","211119","002.0","E","54","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",6,1,-0.06,0.15,0.12,9.91,8.69,8.69,8.69,69.42,69.42,69.42,6757.418,1.92,2.386,1.953,1.054,0.496,0.417,0.097,0.324,0.209,0.374,1.599,0,0,0,0,0,18.56327,314.9705,100.2854,247
"2019-11-21 12:00:32",49708,"GPRMC","110027.9","A","5157.88105","N","00736.35064","E","000.06","021.5","211119","002.0","E","59","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,0,0.02,0.03,9.89,8.7,8.7,8.7,69.43,69.43,69.43,6904.462,1.932,2.515,1.957,1.165,0.575,0.371,0.243,0.108,0,0.747,0.8,0,0,0,0,0,20.16828,326.8596,100.2953,247
"2019-11-21 12:00:33",49709,"GPRMC","110028.9","A","5157.88111","N","00736.35059","E","000.06","021.5","211119","002.0","E","5D","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",4,0,0.07,0,0.03,9.78,8.72,8.72,8.72,69.41,69.41,69.41,6942.488,1.892,2.436,1.742,1.094,0.509,0.348,0.194,0.324,0.209,0.374,0,0,0,0,0,0,19.70884,320.3389,100.2854,247
"2019-11-21 12:00:34",49710,"GPRMC","110029.9","A","5157.88116","N","00736.35052","E","000.07","021.5","211119","002.0","E","51","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",6,1,0.12,0.03,-0.03,9.78,8.71,8.71,8.71,69.39,69.39,69.39,6666.573,1.792,2.586,1.891,1.07,0.679,0.464,0.194,0,0.627,0.374,1.599,0,0,0,0,0,19.44251,318.2076,100.2854,247
"2019-11-21 12:00:35",49711,"GPRMC","110030.9","A","5157.88121","N","00736.35049","E","000.07","021.5","211119","002.0","E","57","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",2,38,0.1,0,-0.05,9.9,8.69,8.69,8.69,69.38,69.38,69.38,6600.485,1.962,2.429,1.839,0.975,0.575,0.255,0.243,0.324,0.627,0.747,0.8,1.68,3.242,0,0,0,19.14382,319.6189,100.2594,247
"2019-11-21 12:00:36",49712,"GPRMC","110031.9","A","5157.88126","N","00736.35041","E","000.10","021.5","211119","002.0","E","5F","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",4,0,0.06,0.02,-0.09,10.12,8.71,8.71,8.71,69.44,69.44,69.44,6605.442,1.929,2.492,1.834,1.046,0.614,0.58,0.194,0.216,0.209,0,1.599,0,0,0,0,0,19.15757,319.2924,100.3053,247
"2019-11-21 12:00:37",49713,"GPRMC","110032.9","A","5157.88131","N","00736.35033","E","000.14","021.5","211119","002.0","E","5B","PTNTHPR,,N,,P,8.6,N*24","PTNTHPR","NaN","N","NaN","P",8.6,"N","24",6,1,0.04,0,-0.08,10.15,8.7,8.7,8.7,69.4,69.4,69.4,6802.052,1.945,2.487,2.015,1.015,0.457,0.325,0.146,0.324,0,0,0.8,0,0,0,0,0,18.99217,319.1893,100.2693,247
"2019-11-21 12:00:38",49714,"GPRMC","110033.9","A","5157.88134","N","00736.35027","E","000.26","021.5","211119","002.0","E","5B","PTNTHPR,,N,,P,7.5,N*28","PTNTHPR","NaN","N","NaN","P",7.5,"N","28",2,38,0.02,0.04,-0.05,10.15,8.72,8.72,8.72,69.45,69.45,69.45,6891.27,1.924,2.466,1.975,1.205,0.522,0.278,0.146,0.216,0.418,0.374,0,1.68,0,0,0,0,19.01644,317.451,100.2693,247
"2019-11-21 12:00:39",49715,"GPRMC","110034.9","A","5157.88136","N","00736.35024","E","000.14","021.5","211119","002.0","E","5C","PTNTHPR,,N,,P,9.5,N*26","PTNTHPR","NaN","N","NaN","P",9.5,"N","26",4,0,-0.05,0.01,0,10.14,8.69,8.69,8.69,69.42,69.42,69.42,6863.183,1.943,2.389,1.931,1.134,0.614,0.394,0.243,0.108,0.627,1.121,0.8,0,0,0,0,0,19.06633,316.5907,100.2693,247
"2019-11-21 12:00:40",49716,"GPRMC","110035.9","A","5157.88138","N","00736.35021","E","000.09","021.5","211119","002.0","E","5A","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",6,1,-0.02,0.06,-0.05,10.17,8.69,8.69,8.69,69.42,69.42,69.42,6977.184,1.829,2.548,1.768,1.173,0.496,0.58,0.292,0.108,0.418,0.374,0,0,0,0,0,0,18.8993,316.6695,100.2854,247
"2019-11-21 12:00:41",49717,"GPRMC","110036.9","A","5157.88139","N","00736.35018","E","000.07","021.5","211119","002.0","E","5C","PTNTHPR,,N,,P,9.5,N*26","PTNTHPR","NaN","N","NaN","P",9.5,"N","26",2,38,-0.04,0.11,0.04,10.17,8.7,8.7,8.7,69.42,69.42,69.42,6691.355,1.829,2.548,1.768,1.173,0.496,0.58,0.292,0.108,0.418,0.374,0,0,0,0,0,0,18.9288,314.8518,100.2854,247
"2019-11-21 12:00:42",49718,"GPRMC","110037.9","A","5157.88142","N","00736.35017","E","000.06","021.5","211119","002.0","E","5F","PTNTHPR,,N,,P,9.2,N*21","PTNTHPR","NaN","N","NaN","P",9.2,"N","21",4,0,-0.02,0.1,-0.01,10.19,8.72,8.72,8.72,69.46,69.46,69.46,7119.271,1.829,2.548,1.768,1.173,0.496,0.58,0.292,0.108,0.418,0.374,0,0,0,0,0,0,18.90135,315.0905,100.2854,247
"2019-11-21 12:00:43",49719,"GPRMC","110038.9","A","5157.88142","N","00736.35015","E","000.21","021.5","211119","002.0","E","57","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",6,1,-0.02,0.1,0,10.19,8.71,8.71,8.71,69.5,69.5,69.5,7005.271,1.829,2.548,1.768,1.173,0.496,0.58,0.292,0.108,0.418,0.374,0,0,0,0,0,0,18.91439,315.7969,100.2854,247
"2019-11-21 12:00:44",49720,"GPRMC","110039.9","A","5157.88143","N","00736.35014","E","000.14","021.5","211119","002.0","E","50","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",2,38,-0.01,0.09,0,10.18,8.72,8.72,8.72,69.5,69.5,69.5,6997.01,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.89541,315.9737,100.2693,247
"2019-11-21 12:00:45",49721,"GPRMC","110040.9","A","5157.88143","N","00736.35012","E","000.08","021.5","211119","002.0","E","55","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",4,0,-0.03,0.09,0.01,10.16,8.74,8.74,8.74,69.49,69.49,69.49,6760.747,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",19.01559,317.3866,100.2953,247
"2019-11-21 12:00:46",49722,"GPRMC","110041.9","A","5157.88144","N","00736.35009","E","000.05","021.5","211119","002.0","E","54","PTNTHPR,,N,,P,9.0,N*23","PTNTHPR","NaN","N","NaN","P",9,"N","23",6,1,-0.05,0.08,0.01,10.1,8.71,8.71,8.71,69.49,69.49,69.49,6963.966,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.91136,318.2274,100.3053,247
"2019-11-21 12:00:47",49723,"GPRMC","110042.9","A","5157.88145","N","00736.35006","E","000.15","021.5","211119","002.0","E","58","PTNTHPR,,N,,P,8.9,N*2B","PTNTHPR","NaN","N","NaN","P",8.9,"N","2B",2,38,-0.05,0.09,0.02,10.1,8.69,8.69,8.69,69.49,69.49,69.49,6919.357,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.76737,315.5041,100.3053,247
"2019-11-21 12:00:48",49724,"GPRMC","110043.9","A","5157.88146","N","00736.35004","E","000.15","021.5","211119","002.0","E","58","*29  PR,,N,,P,8.8,N*2A","*29  PR","NaN","N","NaN","P",8.8,"N","2A",4,0,-0.07,0.05,-0.01,10.04,8.69,8.69,8.69,69.53,69.53,69.53,6742.573,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.82002,314.8117,100.2594,247
"2019-11-21 12:00:49",49725,"GPRMC","110044.9","A","5157.88147","N","00736.35001","E","000.07","021.5","211119","002.0","E","58","PTNTHPR,,N,,P,10.0,N*1B","PTNTHPR","NaN","N","NaN","P",10,"N","1B",6,1,-0.05,0.05,-0.01,10.01,8.69,8.69,8.69,69.53,69.53,69.53,6892.922,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.7607,314.8669,100.2693,247
"2019-11-21 12:00:50",49726,"GPRMC","110045.9","A","5157.88148","N","00736.34998","E","000.05","021.5","211119","002.0","E","5C","PTNTHPR,,N,,P,10.4,N*1F","PTNTHPR","NaN","N","NaN","P",10.4,"N","1F",2,38,-0.05,0.08,0.01,9.98,8.7,8.7,8.7,69.49,69.49,69.49,6840.052,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.62157,315.4243,100.3053,247
"2019-11-21 12:00:51",49727,"GPRMC","110046.9","A","5157.88148","N","00736.34995","E","000.10","021.5","211119","002.0","E","56","PTNTHPR,,N,,P,9.1,N*22","PTNTHPR","NaN","N","NaN","P",9.1,"N","22",4,0,-0.05,0.06,0.03,10,8.73,8.73,8.73,69.54,69.54,69.54,6747.53,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.60653,315.4253,100.2594,247
"2019-11-21 12:00:52",49728,"GPRMC","110047.9","A","5157.88150","N","00736.34991","E","000.08","021.5","211119","002.0","E","53","PTNTHPR,,N,,P,11.6,N*1C","PTNTHPR","NaN","N","NaN","P",11.6,"N","1C",6,1,-0.04,0.09,0.03,9.96,8.71,8.71,8.71,69.57,69.57,69.57,-363.481,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",18.55462,314.6447,100.2854,247
